id,lesson_id,term,meaning,pronunciation,word_class,example_sentence,vietnamese_term,vietnamese_meaning,english_headword_id,vietnamese_headword_id,is_common,created_at,updated_at
8a97b40b-1476-4992-93e9-a3135ba8202b,dab29c7e-633e-4611-83f9-6a1781fed230,Existence,State being,ɪɡˈzɪs.təns,noun,Existence God debated.,Tồn tại,Trạng thái hiện,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8ab8ddc1-6b44-484e-9ad8-00539a44bce6,88443e68-aebe-44f0-800c-c17266b21ff9,Ashamed,Feeling shame,əˈʃeɪmd,adjective,He ashamed behavior.,Xấu hổ,Cảm giác xấu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8ad4d70e-d98b-4678-aa9e-8a7098ae64d3,88443e68-aebe-44f0-800c-c17266b21ff9,Happy,Feeling joy,ˈhæp.i,adjective,I am happy today.,Vui,Cảm giác vui,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8b06659a-6f10-4293-8e86-7407f60a2e01,2d825671-b231-4d6a-9c0c-5ec2fa5d7d70,Mother,Female parent,ˈmʌð.ɚ,noun,My mother is kind.,Mẹ,Cha mẹ nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8b21b2e6-a1a2-4f99-aa3d-c08a9bce272d,967cb953-d9f0-413d-9444-c2de97d17102,Author,Book writer,ˈɔ.θɚ,noun,The author wrote book.,Tác giả,Người viết sách,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8b545c3e-4813-4ad4-a2df-356dde2889f1,411c419a-c126-40a3-bbe9-068a951b9026,Eight,Number 8,eɪt,number,I have eight pens.,Tám,Số 8,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8b75930a-9098-455c-8fb3-2aa7380a80e8,f35e320a-ec1d-497e-90b9-830150a5f34d,Virtue,Moral quality,ˈvɝ.tʃu,noun,Virtue happiness path.,Đức hạnh,Phẩm chất,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8b96cd7b-fd28-47d6-96f6-aec173b20dbc,37f72f2b-f802-4bb4-91cd-72dbad87ecde,Hundred,Number 100,ˈhʌn.drəd,number,One hundred students.,Trăm,Số 100,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8ba416ad-662c-41f7-953d-06558c591644,37f72f2b-f802-4bb4-91cd-72dbad87ecde,Three,Number 3,θri,number,I have three birds.,Ba,Số 3,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8bab5c67-4d9e-4ddd-9676-07ce74e8b992,8f558c2d-9555-4f2e-a822-5c74891ffe67,Nice meet,Greeting stranger,ˌnaɪs tə ˈmit,phrase,Nice meet you.,Vui gặp,Chào người mới,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8bc6dbf4-0eed-4c61-a281-7a4ef59a34b6,0ceda941-9b55-403f-abf7-fb080315789d,sunday,the first day of the week; the day of rest,ˈsʌndeɪ,danh từ,Sunday is rest day,chủ nhật,Ngày đầu tiên của tuần; ngày nghỉ,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
8bd6a3fe-453f-4e1d-be31-b3bf1c063be0,3190f865-ff2e-4de4-8878-b0a874c044ac,proud,feeling of accomplishment,/proud/,danh từ,proud example,proud,Một khái niệm liên quan đến emotions,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
8bebe42c-a0b9-47dc-8938-dd06cac6202d,f5e165ea-d9f9-45d5-90d3-2acf41ea2d21,hundred,the number 100; ten times ten,ˈhʌndrəd,danh từ,Hundred is large number,số trăm,Số 100; mười nhân mười,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
8bec9480-6a71-4c50-879e-0a88b9031589,79c47bf8-ccad-4d92-807d-c7cdafd034c0,Relaxed,Feeling calmness,rɪˈlækst,adjective,Relaxed home.,Thư thái,Cảm giác calm,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8bfb1a6b-663c-42f3-b205-963d8d4a9f7c,71802fc1-9c2b-49d9-93ca-0140d294e318,fever,high body temperature,/fever/,danh từ,fever example,fever,Một khái niệm liên quan đến health,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
8c1013ae-79aa-4d7b-8be9-6fdc155d0cbf,e62729fd-2c68-41d8-8dea-aec377434133,Aesthetics,Beauty study,ɛsˈθɛt.ɪks,noun,Aesthetics beauty.,Thẩm mỹ,Nghiên cứu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8c1c4372-673c-42fd-a02b-82a91a996b47,d33c8d93-322e-4680-b491-2ce58f9bc75f,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8c354766-5b01-4d2a-9533-f00d58dd342c,f5963936-9e64-4d38-bd67-8490e7b3a302,Daughter,Female child,ˈdɔ.tɚ,noun,She has daughters.,Con gái,Đứa con nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8c41db1f-777e-45b9-a121-23a93959721e,34931917-34dc-4ea8-af60-d0d01b00cc86,negotiation,discussion to reach agreement,/negotiation/,danh từ,negotiation example,negotiation,Một khái niệm liên quan đến business,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
8c4eca2b-8916-476b-af4e-31a7ddee97c8,a844c983-7824-498a-811d-ed90b6d6f9e1,market,place for buying and selling,/market/,danh từ,market example,chợ,Một khái niệm liên quan đến shopping,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
8c69ec5a-a6e0-49cd-9aa8-10eea033d60e,4a545b1d-d759-4331-b1c8-6619db4b1e87,Jealous,Feeling envy,ˈdʒɛl.əs,adjective,Jealous sister.,Ghen tị,Cảm giác ghen,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8c710302-3980-485f-b442-bf8384db9183,a844c983-7824-498a-811d-ed90b6d6f9e1,expensive,costs a lot of money,/expensive/,danh từ,expensive example,expensive,Một khái niệm liên quan đến shopping,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
8ca43cf7-f8ed-44a8-a4aa-55722a135d38,ed55870d-2fd2-4ba1-b0aa-7a280a6cd587,Virtue,Moral quality,ˈvɝ.tʃu,noun,Virtue happiness path.,Đức hạnh,Phẩm chất,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8caf183a-5c10-4326-b582-0a244b5d064e,f3aaed13-86c6-49be-8f73-c117a646f1ff,Sad,Feeling sorrow,sæd,adjective,He feels sad loss.,Buồn,Cảm giác buồn,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8cbff0d3-319d-4425-8d02-7efde66c314d,205b1709-dae5-421b-b2ec-7bfd6528a0ea,Please,Polite request,pliz,adverb,Please pass salt.,Vui lòng,Yêu cầu lịch sự,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8ce9947c-d9f9-44b6-bfa2-db2ff8f5ee0f,dd56df6c-e0c0-44a9-b706-28b5106b1978,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8d0adf48-5ca4-4c88-a178-189cfe366990,b317a1e7-1993-43b0-bb4d-84738612837c,Logic,Reasoning system,ˈlɑdʒ.ɪk,noun,Logic basis philosophy.,Lôgic,Hệ thống,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8d532faf-cefd-45a4-ab91-c2f843bd5136,861b28e6-a21c-4b16-8250-0228c87f55b4,Thousand,Number 1000,ˈθaʊ.zənd,number,One thousand people.,Nghìn,Số 1000,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8d605050-8cd2-476c-a08c-e313d912929a,e1c6a531-951b-49e8-a205-ed0b9486f723,Existence,State being,ɪɡˈzɪs.təns,noun,Existence God debated.,Tồn tại,Trạng thái hiện,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8d616262-5fab-47d6-988a-2b27dc815459,68cc7887-5460-44f9-a583-9dbf0e95b24d,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8d75fa25-9038-404a-bdab-07a003a7a985,474d17e5-c32b-4585-9bfd-feefa44aa3a8,Nihilism,Nothing meaning belief,ˈnaɪ.ə.lɪz.əm,noun,Nihilism values denies.,Vô chủ nghĩa,Niềm tin,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8d8b6107-fb4a-4289-9ced-40e6ea343757,eb6906e7-a8e8-4b94-9da9-59a659e92fda,cool,slightly cold temperature,/cool/,danh từ,Evening is cool,mát,nhiệt độ hơi lạnh,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
8d8ff67d-6e59-48f4-9045-455a6af5305b,dab29c7e-633e-4611-83f9-6a1781fed230,Logic,Reasoning system,ˈlɑdʒ.ɪk,noun,Logic basis philosophy.,Lôgic,Hệ thống,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8dc0681f-c9bd-4a9c-a339-140ade7e6ea5,444c779c-e14e-4d61-8461-f6ecf6ddf27b,Sad,Feeling sorrow,sæd,adjective,He feels sad loss.,Buồn,Cảm giác buồn,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8ddb2ed7-babb-4dfb-9e20-8610c1cd8c3e,d57a850d-30c0-4988-a53f-fc9638884178,Vice,Moral fault,vaɪs,noun,Vice unhappiness.,Tội lỗi,Lỗi đạo,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8de07bfc-d28f-4bcd-9189-40f40263fff4,cdbc767d-9b38-4792-a420-be0b00b83339,Husband,Married man,ˈhʌz.bənd,noun,Her husband is doctor.,Chồng,Người đàn ông kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8de3aa84-00f9-4e2d-a59e-10880c74280d,89da3255-c13a-4384-9292-e7a67b866ee0,Existence,State being,ɪɡˈzɪs.təns,noun,Existence God debated.,Tồn tại,Trạng thái hiện,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8e066e00-adf5-446e-908b-5cad6c801d3a,923f19cb-bd8c-4b71-b762-0f409c965762,Pragmatism,Results based,ˈpræɡ.mə.tɪz.əm,noun,Pragmatism results.,Thực dụng,Dựa trên,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8e2a383b-c618-4f9a-a905-faca514d3b5c,69d16e3e-74ca-45eb-8c06-8cef65b85134,Ontology,Existence study,ɑnˈtɑl.ə.dʒi,noun,Ontology explores reality.,Bản thể luận,Sự tồn tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8e77c9f0-d792-4b50-bf0e-bb014cab7beb,0a01cbc9-8eaf-40d0-85f9-f4ad9a7fd19c,Metaphor,Comparison unlike things,ˈmɛt.ə.fɔr,noun,Time is a metaphor.,Ẩn dụ,So sánh hai thứ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8e7ec403-9334-49ea-9795-6757b478dcda,644fe377-999e-4856-ae36-3bbea5352c69,Aunt,Parent sister,ænt,noun,Aunt bakes cakes.,Cô dì,Chị em bố mẹ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8e84c785-9d25-41e0-86ee-d465bc945adc,3ea443f8-3295-449b-9410-9f7a9062bdb4,Son,Male child,sʌn,noun,He has son.,Con trai,Đứa con nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8e917ce9-1ad4-4cde-99a7-7cfc0b63a999,2d825671-b231-4d6a-9c0c-5ec2fa5d7d70,Sister,Female sibling,ˈsɪs.tɚ,noun,My sister likes reading.,Chị em gái,Chị em gái,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8ed0a99d-3649-4379-ab0c-7a01a3c7b36c,3190f865-ff2e-4de4-8878-b0a874c044ac,anxious,feeling of worry,/anxious/,danh từ,anxious example,anxious,Một khái niệm liên quan đến emotions,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
8f1dd277-ae97-4410-9cf1-a87ca7082a86,444c779c-e14e-4d61-8461-f6ecf6ddf27b,Worried,Feeling anxiety,ˈwɝ.id,adjective,Worried exam.,Lo lắng,Cảm giác lo,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8f375803-d6e3-47ec-b4d2-0e9edfe3d802,1a91724d-2d99-4c3f-a140-ea1e6c617aeb,Thousand,Number 1000,ˈθaʊ.zənd,number,One thousand people.,Nghìn,Số 1000,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8f4762ad-8f13-45c4-9eb1-f4a49f263ec1,41b7f321-295c-488c-af33-14211bb75fa7,Aunt,Parent sister,ænt,noun,Aunt bakes cakes.,Cô dì,Chị em bố mẹ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8f6065fc-644a-466e-af90-0af1d4140050,e1c6a531-951b-49e8-a205-ed0b9486f723,Aesthetics,Beauty study,ɛsˈθɛt.ɪks,noun,Aesthetics beauty.,Thẩm mỹ,Nghiên cứu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8f6b7e01-003b-4537-a399-c0dd88b540b5,faf4d62d-4fb0-4373-8fd4-3a5360963de1,Confused,Feeling bewilderment,kənˈfjuzd,adjective,Confused instructions.,Bối rối,Cảm giác bối,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8f767298-b564-4bb0-9de9-5b3ca811b936,169b29f8-cd25-4fd5-9e0c-bcf9fdd56b6a,Good morning,Morning greeting,ˌɡʊd ˈmɔr.nɪŋ,phrase,Good morning today.,Chào sáng,Lời chào sáng,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
8fa49214-a6fc-4d69-ac04-e8415a41f4ee,859a1e12-e633-40e5-b4e2-b7e9dfd2a7d7,crimson,a deep red color; a rich dark red,ˈkrɪzmən,danh từ,Dark red roses,màu đỏ sậm,Một màu đỏ sâu; một màu đỏ giàu có tối,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
8fb89735-3ed3-47f7-9fe7-fce63f93685c,8f558c2d-9555-4f2e-a822-5c74891ffe67,Please,Polite request,pliz,adverb,Please pass salt.,Vui lòng,Yêu cầu lịch sự,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
9009242b-7b15-43f4-86ab-1c90ae93471b,cdf5e6d8-efec-4421-8c70-814cd0fff4e7,salary,regular payment for work,/salary/,danh từ,salary example,salary,Một khái niệm liên quan đến finance,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
901db1a4-bb24-4a2b-ae54-d8b27449283d,cc221d3d-60b1-4412-953e-65d4d427c9fc,Excuse me,Get attention,ɪkˈskjuz mi,phrase,"Excuse me, bathroom?",Xin lỗi,Kêu gọi sự chú ý,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
902be13b-9bd7-4d4f-840b-2d4516e2c1c2,4e41fc79-f556-476c-b28f-f579df42a2ba,Please,Polite request,pliz,adverb,Please pass salt.,Vui lòng,Yêu cầu lịch sự,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
90317dc6-a591-4cac-b8d5-9f545ce74044,81af8b32-9da0-4143-8743-6fdc051fac85,Sorry,Apologize,ˈsɑr.i,adjective,"Sorry, I hurried.",Xin lỗi,Lời xin lỗi,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
906d65ff-1893-4226-897a-3eabf1f33d50,113a8d3e-ddda-4419-9a38-fde75df58c3e,Scared,Feeling fear,skɛrd,adjective,Child scared dark.,Sợ,Cảm giác sợ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
907f4300-befa-4b67-8028-4d749d4638a3,bced27c8-2c20-4107-bf2d-2dfe46687373,Mother,Female parent,ˈmʌð.ɚ,noun,My mother is kind.,Mẹ,Cha mẹ nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
90c6cdf6-4ba3-4cfa-b279-1f8cbebfcf77,1e70a4e8-5e55-4666-9f9b-2ba140d9031b,manager,person who supervises workers,/manager/,danh từ,manager example,manager,Một khái niệm liên quan đến jobs,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
90c83a9b-a1b4-4f92-88f9-e30a17935351,2f78ac95-e536-4cc1-bd0e-e350497283ee,Husband,Married man,ˈhʌz.bənd,noun,Her husband is doctor.,Chồng,Người đàn ông kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
90ca075a-8fe9-4721-9166-7a7abb7a5cec,be4596fe-4524-4164-9f6e-3ca16a48abc4,Welcome,Greet visitor,ˈwɛl.kəm,interjection,Welcome home!,Chào mừng,Lời chào mừng,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
911514de-6d2f-4fec-a9b7-2045fe47559a,84b45efa-148b-4307-94b0-ebaae6c7b32a,Epistemology,Knowledge study,ˌɛp.ɪ.stəˈmɑl.ə.dʒi,noun,Epistemology knowledge.,Nhận thức luận,Nghiên cứu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
91165fd3-10ff-43e4-9c05-b6a6a56815de,41b7f321-295c-488c-af33-14211bb75fa7,Baby,Young child,ˈbeɪ.bi,noun,Baby is sleeping.,Em bé,Trẻ sơ sinh,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
912dd7c9-448a-407c-abd5-d5a90e13feab,23517e96-f9dd-4318-8b61-083c140556f8,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
916b06fa-1b6f-4c85-9888-35ac9fabad87,f2546e9a-13dd-460f-97a6-4a9d4903e6be,Relaxed,Feeling calmness,rɪˈlækst,adjective,Relaxed home.,Thư thái,Cảm giác calm,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
9179856b-a306-4dae-9886-7b8f617ab9e0,d5b49957-9ff7-450f-ae5b-da190b021f76,Excuse me,Get attention,ɪkˈskjuz mi,phrase,"Excuse me, bathroom?",Xin lỗi,Kêu gọi sự chú ý,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
9195b5c1-7b38-4d0e-81a3-314ee5b020b8,819c177f-eeaa-482b-9a10-e90cca890e76,Happy,Feeling joy,ˈhæp.i,adjective,I am happy today.,Vui,Cảm giác vui,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
91cbb192-1765-4822-a40d-d834f418fdc7,88443e68-aebe-44f0-800c-c17266b21ff9,Scared,Feeling fear,skɛrd,adjective,Child scared dark.,Sợ,Cảm giác sợ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
91d396c0-8d27-4c54-a876-0c8087728bbb,34931917-34dc-4ea8-af60-d0d01b00cc86,contract,legal agreement,/contract/,danh từ,contract example,contract,Một khái niệm liên quan đến business,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
92133927-e456-4a99-b2ca-f23156f4dd8d,861b28e6-a21c-4b16-8250-0228c87f55b4,Twenty,Number 20,ˈtwɛn.ti,number,I have twenty dollars.,Hai mươi,Số 20,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
9219fb2f-7617-49dd-80c9-b839c0ed0ed4,68cc7887-5460-44f9-a583-9dbf0e95b24d,Ethics,Moral principles,ˈɛθ.ɪks,noun,Ethics guide decisions.,Đạo đức,Nguyên tắc,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
921e1a52-68ff-44d8-8f38-c29433cea4ff,484c0e0d-e1af-4005-87ba-675dd65a4bae,Baby,Young child,ˈbeɪ.bi,noun,Baby is sleeping.,Em bé,Trẻ sơ sinh,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
92268d87-f139-4996-91f4-86ade4d415e6,3190f865-ff2e-4de4-8878-b0a874c044ac,sad,feeling of sorrow,/sad/,danh từ,sad example,buồn,Một khái niệm liên quan đến emotions,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
925f1a83-8717-45dc-9496-0b86d6e3c680,3190f865-ff2e-4de4-8878-b0a874c044ac,calm,feeling of peace,/calm/,danh từ,calm example,calm,Một khái niệm liên quan đến emotions,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
928067c9-93ec-4dec-b2e9-981fae8c8059,9c08d2d5-ab12-4b90-9273-35e16928fd20,Father,Male parent,ˈfɑ.ðɚ,noun,My father works hard.,Bố,Cha mẹ nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
92bae5ec-2d1f-4bba-aaa4-819656a50ea8,306cd435-7556-4ca6-b508-0a5dfdec7100,Twenty,Number 20,ˈtwɛn.ti,number,I have twenty dollars.,Hai mươi,Số 20,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
92c525da-77a9-4646-b0d8-63b19eef3f86,fed0d635-a1bb-4732-bb7a-b8caf4c21b12,trip,journey to a destination,/trip/,danh từ,trip example,trip,Một khái niệm liên quan đến travel,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
931f317d-f03d-4c3b-aec3-fe109e0ecd2e,484c0e0d-e1af-4005-87ba-675dd65a4bae,Aunt,Parent sister,ænt,noun,Aunt bakes cakes.,Cô dì,Chị em bố mẹ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
9337b9a3-176a-4d3b-83eb-962b40d35a6f,f25b9620-2fc5-4079-8647-8f5dbf5ca619,computer,electronic device for processing,/computer/,danh từ,computer example,máy tính,Một khái niệm liên quan đến technology,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
93738931-bc3c-474f-a4a6-800a41f044ea,73f5c5b2-5c82-4434-bcef-a0ad0e5d7de5,Mother,Female parent,ˈmʌð.ɚ,noun,My mother is kind.,Mẹ,Cha mẹ nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
938ba216-0206-41b0-804d-0ce457e75e92,0ceda941-9b55-403f-abf7-fb080315789d,september,the ninth month of the year; autumn month,sebˈtembər,danh từ,September leaves fall,tháng chín,Tháng thứ chín của năm; tháng mùa thu,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
93b3be5c-16db-45a8-b22b-58f84d6a3ea1,a27485a8-7d88-47ed-8ce5-93266a425c11,Consciousness,Awareness self,ˈkɑn.ʃəs.nəs,noun,Consciousness mysterious.,Ý thức,Nhận thức,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
93bf7778-efb2-4397-9a62-5b07b923dee7,aa794f3a-f98a-43df-8271-67b923f0f383,Excited,Feeling enthusiasm,ɪkˈsaɪ.tɪd,adjective,I excited trip.,Phấn khích,Cảm giác hạnh,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
93c521d5-056f-46d4-8f1d-89bb50f0dbfd,cf8c05bc-3687-4329-be42-38da0c0125ca,Existentialism,Existence philosophy,ˌɛɡ.zɪˈstɛn.ʃə.lɪz.əm,noun,Existentialism freedom.,Hiện sinh chủ,Triết học,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
93ca49b5-d946-4c3b-a1d1-c7bb2b247f64,faf4d62d-4fb0-4373-8fd4-3a5360963de1,Lonely,Feeling isolation,ˈloʊn.li,adjective,She lonely sometimes.,Cô đơn,Cảm giác cô,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
93cb84a7-1cc2-4155-a0cc-4f1d80c49b33,a58554ec-5e72-4981-b30c-ce5f10aee993,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
93f62086-c854-4c51-bb13-857f2c6aee73,ed55870d-2fd2-4ba1-b0aa-7a280a6cd587,Dialectic,Argument method,daɪˈælɛk.tɪk,noun,Hegel dialectic used.,Biện luận,Phương pháp,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
9417ac26-1e22-4637-b6a5-db0c5d5cc48f,afa3e499-8717-431c-93a3-3d851d68fc7e,Sister,Female sibling,ˈsɪs.tɚ,noun,My sister likes reading.,Chị em gái,Chị em gái,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
941e21af-62d4-475a-9a6a-2f79fa0747e3,c1c8f750-8c0e-4b88-89d9-149307fdb3e2,gardening,growing plants for pleasure,/gardening/,danh từ,gardening example,gardening,Một khái niệm liên quan đến hobbies,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
944245bf-9693-4d39-9ec3-49d827a159ba,f3aaed13-86c6-49be-8f73-c117a646f1ff,Happy,Feeling joy,ˈhæp.i,adjective,I am happy today.,Vui,Cảm giác vui,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
94502fb4-0a30-4a86-beb6-9e766dd48646,48adeeb4-ea05-4c89-95d1-7c278e83dedb,Pragmatism,Results based,ˈpræɡ.mə.tɪz.əm,noun,Pragmatism results.,Thực dụng,Dựa trên,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
9472013d-f86a-42aa-bc60-a255dba5c2d3,8f558c2d-9555-4f2e-a822-5c74891ffe67,Good morning,Morning greeting,ˌɡʊd ˈmɔr.nɪŋ,phrase,Good morning today.,Chào sáng,Lời chào sáng,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
94881862-6cc8-48fa-bc3b-756cbaa8496c,3190f865-ff2e-4de4-8878-b0a874c044ac,disappointed,feeling of letdown,/disappointed/,danh từ,disappointed example,disappointed,Một khái niệm liên quan đến emotions,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
94afc2d0-6fd5-41df-8dc2-e8ef6ee7ba97,f2867ff8-da21-42e1-ad58-ff38fa6324b8,Husband,Married man,ˈhʌz.bənd,noun,Her husband is doctor.,Chồng,Người đàn ông kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
94c7d140-64f0-411a-8916-4a1e7c40c4d8,d33c8d93-322e-4680-b491-2ce58f9bc75f,Consciousness,Awareness self,ˈkɑn.ʃəs.nəs,noun,Consciousness mysterious.,Ý thức,Nhận thức,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
94f1103d-2b3b-4721-8a66-7a1fe7b86dcd,764cc2ce-f217-4c78-9799-04685ba95ab7,tie,a strip worn around neck,taɪ,danh từ,Red tie with suit,cravat,dải quần áo mặc quanh cổ,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
94f322dc-0a7e-4f14-ad34-0add11a263c1,dd37cd9c-fd13-43c8-8f32-cc50a38476a0,Ontology,Existence study,ɑnˈtɑl.ə.dʒi,noun,Ontology explores reality.,Bản thể luận,Sự tồn tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
950cc687-613d-4730-81e2-fa56d3efd348,84b45efa-148b-4307-94b0-ebaae6c7b32a,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
